point_id,scenario_name,target_return,portfolio_return,portfolio_risk
46,min_2pct_each,0.00028457917935398314,0.00028457917935398314,0.01247823788534125
47,min_2pct_each,0.00029145315489680784,0.0002914531548968079,0.012488973431232387
48,min_2pct_each,0.00029832713043963254,0.0002983271304396326,0.012500169799843369
49,min_2pct_each,0.0003052011059824572,0.00030520110598245725,0.012511823383582876
50,min_2pct_each,0.0003120750815252819,0.00031207508152528195,0.012523889977635972
51,min_2pct_each,0.0003189490570681066,0.00031894905706810665,0.012536423108980205
52,min_2pct_each,0.0003258230326109313,0.00032582303261093136,0.012549386371634701
53,min_2pct_each,0.000332697008153756,0.000332697008153756,0.012562801950281208
54,min_2pct_each,0.0003395709836965807,0.0003395709836965807,0.012576644992841795
55,min_2pct_each,0.0003464449592394054,0.00034644495923940547,0.012590937357122427
56,min_2pct_each,0.0003533189347822301,0.00035331893478223006,0.012605654409277453
57,min_2pct_each,0.0003601929103250548,0.00036019291032505477,0.012620817609349215
58,min_2pct_each,0.0003670668858678795,0.00036706688586787963,0.012636402563034364
59,min_2pct_each,0.00037394086141070423,0.0003739408614107042,0.012652430332805654
60,min_2pct_each,0.00038081483695352893,0.0003808148369535288,0.012668876794047228
61,min_2pct_each,0.00038768881249635364,0.0003876888124963536,0.012685762559139366
62,min_2pct_each,0.00039456278803917834,0.0003945627880391782,0.012703063864642936
63,min_2pct_each,0.00040143676358200304,0.0004014367635820029,0.01272080079060748
64,min_2pct_each,0.00040831073912482775,0.0004083107391248276,0.012738969953142382
65,min_2pct_each,0.00041518471466765245,0.00041518471466765245,0.012757525734308694
66,min_2pct_each,0.00042205869021047715,0.00042205869021047726,0.012776525976847974
67,min_2pct_each,0.00042893266575330186,0.00042893266575330175,0.012796331922580426
68,min_2pct_each,0.00043580664129612656,0.0004358066412961265,0.012818389601425999
69,min_2pct_each,0.00044268061683895127,0.00044268061683895116,0.012842811360772484
70,min_2pct_each,0.00044955459238177597,0.0004495545923817761,0.012869583742148494
71,min_2pct_each,0.00045642856792460067,0.00045642856792460056,0.012898692108787782
72,min_2pct_each,0.0004633025434674254,0.0004633025434674253,0.012930120684347112
73,min_2pct_each,0.0004701765190102501,0.00047017651901025,0.012963852594024786
74,min_2pct_each,0.0004770504945530748,0.0004770504945530747,0.012999869907840259
75,min_2pct_each,0.0004839244700958995,0.0004839244700958994,0.01303815368582851
76,min_2pct_each,0.0004907984456387242,0.0004907984456387241,0.013078684024898755
77,min_2pct_each,0.0004976724211815488,0.0004976724211815488,0.013121440107105071
78,min_2pct_each,0.0005045463967243737,0.0005045463967243735,0.01316640024907699
79,min_2pct_each,0.0005114203722671982,0.0005114203722671981,0.013213541952360425
80,min_2pct_each,0.000518294347810023,0.000518294347810023,0.01326284195442398
